example_id,customer_message,predicted_intent,retrieved_grounding_examples,drafted_reply,historical_spotify_reply,my_acceptable_reply_note,my_disagree_with_reply_note
E028,@SpotifyCares when is the app going to be updated for the iPhone X? The black bars look awful.,Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.747, ""customer_message"": ""@SpotifyCares any plans to support iPhone X display with the app anytime soon?"", ""spotify_reply"": ""@662183 Hey Eric, great question! We’re working on it as we speak. Stay tuned, we'll be keeping everyone in the loop /TB""}, {""rank"": 2, ""similarity"": 0.678, ""customer_message"": ""In desperate need of this Spotify iPhone X update"", ""spotify_reply"": ""@529915 We don't have anything to share yet, but we'll be sure to post updates on this. Give us a shout if you need anything else /CO""}, {""rank"": 3, ""similarity"": 0.611, ""customer_message"": ""When is @115888 going to be updated for the iPhone X? It’s about time."", ""spotify_reply"": ""@703401 Hey Cibelly! We understand - we’re working on it as we speak. Stay tuned 🎶 /FR""}]","Hey! We’re working on updates for our app all the time. We don't have a specific date to share for iPhone X support right now, but keep an eye out for future updates. Let us know if you need anything else! /SC","@393485 Hi there! We don't have any info on this right now, but keep an eye out for any updates. Give us a shout if you have any questions 🙂 /KL",Acknowledge the iPhone X optimization request and provide any available update information.,nan
E029,"@115888 my account has been hacked and you mfks don't have a straightforward link to get help or report this issue.

@SpotifyCares Done",Account Access & Security,"[{""rank"": 1, ""similarity"": 0.763, ""customer_message"": ""id::93__credit_card__:@SpotifyCares My account was hacked/compromised. I’ve regained access and changed my password but I noticed there w"", ""spotify_reply"": ""@224361 Hey there! Looks like your tweet is incomplete. Can you resend that for us? We'll be here waiting /RB""}, {""rank"": 2, ""similarity"": 0.734, ""customer_message"": ""@SpotifyCares my account has been hijacked and they also changed my email. I just reset my password tho and I hope it won’t happen again. I’m a premium user so please take this as a serious matter now that I know some ppl are complaining the same."", ""spotify_reply"": ""@442196 Hey there! We're sorry to hear that. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZR1cbT""}, {""rank"": 3, ""similarity"": 0.73, ""customer_message"": ""OK, it just happened again and I updated my account , @SpotifyCares can you help? Someone is hijacking my account.\n\n@SpotifyCares OK, I did all those steps, fingers crossed and Thanks!"", ""spotify_reply"": ""@135881 Hi there! We’re sorry to hear that. We'd suggest checking out https://t.co/iVpg60w61i for what to do next. Let us know if we can help with anything else /GN\n\n@135881 No worries! You know where to find us if you'll ever need our help again. We'll be right here for you 💚 /GN""}]",We're sorry to hear about this. Please send us a DM with your account's username or email address so we can take a look backstage and help you secure your account. /SC,@400475 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZR1cbT,"The account is hacked, so the customer needs secure recovery assistance.",nan
E030,@SpotifyCares i've been trying to contact Spotify for weeks about an album that is incorrectly attributed to my artist page please help ASAP,Content Availability & Licensing,"[{""rank"": 1, ""similarity"": 0.716, ""customer_message"": ""My artist name is not showing up correctly on Spotify, how can we fix that? @SpotifyCares"", ""spotify_reply"": ""@614812 Hey there! You'll need to reach out to your distributor to get this fixed up. There's some more info here: https://t.co/wljA2WvAjK /SU""}, {""rank"": 2, ""similarity"": 0.683, ""customer_message"": ""@115888 Hi all, thought you'd like to correct your bio on @95529 from \""White\"" to 'Wise'\n\n@SpotifyCares It's nothing to do with the platform of which I'm using, you've not put the correct surname for the artist that I've tagged."", ""spotify_reply"": ""@340612 Hey there! What's happening exactly? Could you let us know the device/OS you're using? We'll see what we can suggest /DF\n\n@340612 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /""}, {""rank"": 3, ""similarity"": 0.641, ""customer_message"": ""@125633 I got a really though issue our last realease (second) is displayed on a brand new artist page, please we need help"", ""spotify_reply"": ""@433416 Hey, we're sorry to hear this! Could you fill out the form here https://t.co/p1wbtdELHu? The Artist Support team should be able to help /SP https://t.co/ldFdZRiNAt""}]","Hey there! Sorry for the trouble. Usually, metadata issues like this need to be corrected by your distributor. You can find more info on how to handle this here: https://t.co/wljA2WvAjK. Let us know if you have more questions! /SC",@460329 Hey there! Could you DM us the email address you used to reach out to them? We'll chase it up /SP https://t.co/ldFdZRiNAt,The incorrect artist attribution has persisted for weeks and needs investigation by the appropriate support team.,The reply only redirected the customer to provide an email and did not acknowledge the urgency of the long-running metadata problem.
E031,@SpotifyCares Hello. The email address I think is associated with my account no longer exists. cannot access account (Still Being Charged),Account Access & Security,"[{""rank"": 1, ""similarity"": 0.824, ""customer_message"": ""So annoyed at @SpotifyCares. I pay for Spotify premium but it says it's 'unable' to log me in with an email and password I know is correct 😡"", ""spotify_reply"": ""@201245 Hey Charlie! Can you DM us your account's email address and username? We'll take a look backstage /SU https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.804, ""customer_message"": ""@SpotifyCares ... and when I log into my spotify account on your website, it has a very old e-mail address of mine listed.  Service is running fine, but as stated in 1st tweet... something isn't in sync"", ""spotify_reply"": ""@236883 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.804, ""customer_message"": ""@SpotifyCares my account has been hijacked and they also changed my email. I just reset my password tho and I hope it won’t happen again. I’m a premium user so please take this as a serious matter now that I know some ppl are complaining the same."", ""spotify_reply"": ""@442196 Hey there! We're sorry to hear that. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZR1cbT""}]",Hey there! We're sorry to hear you're having trouble accessing your account. Please send us a DM with your account's email address and username so we can take a look under the hood and help you get this sorted /SC,@695121 Hey there! Can you DM us your account's email address? We'll take a look backstage /TC https://t.co/ldFdZRiNAt,"The customer cannot access the old account while still being charged, so both access and account status need investigation.",nan
E032,"@SpotifyCares Why isn't scrobling/last.fm working with some Connect devices (Onkyo in my case). Works ok with Sonos though.

@SpotifyCares OSX High Sierra -&gt; Spotify 1.0.68.407.g6864aaaf -&gt; Onkyo NR-656. Once I set Spotify to send to ""This computer"", scrobbling seems to work as Last.fm reports ""Scrobbling now"" then. Does not happen when Onkyo is receiving the sound.",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.405, ""customer_message"": ""How do I setup @115888 w GoogleHome so after playing a specific song it continues to play songs by that artist.\n\n@SpotifyCares LInk provided does not help. Want others songs to play after requesting a specific song, currently it plays the requested song and stops.\n\n@SpotifyCares It's set up on Google Home. The app is also on my smartphone, but a rarely open it.\n\n@SpotifyCares I have never used another device for playback, just my cluster of Google Homes and Chromecast."", ""spotify_reply"": ""@219902 Hi there! Check out more info about Spotify on Google Home here: https://t.co/6tXVssl5I5. Let us know if you're getting the same issue /JM\n\n@219902 Hmm, that's odd. Could you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM\n\n@219902 Just to check, does the issue only happen when using Google Home and not any other devices? Keep us posted /JM\n\n@219902 Got it. Send us a DM with your account's username or email address. We'll take a look under the hood /JM https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.386, ""customer_message"": ""Why don’t Spotify do a ‘recently added’ like iTunes? Why’s Spotify shuffle so poor? Cmon guys @SpotifyCares"", ""spotify_reply"": ""@472404 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /MQ""}, {""rank"": 3, ""similarity"": 0.379, ""customer_message"": ""why cant you change the song on spotify from the lock screen or swipe up menu any more @SpotifyCares\n\n@SpotifyCares iphone 7plus and ive got the newest version of spotify\n\n@SpotifyCares ios version 8.4.25 and ios 11.0.3\n\n@SpotifyCares I’ve tried both of those and neither worked"", ""spotify_reply"": ""@128149 Hey Georgie, that doesn't sound right! What device, operating system, and Spotify version are you using? We'll see what we can suggest /JE\n\n@128149 Thanks. We're almost there, but we need the exact iOS and Spotify versions you have installed on your phone. We'll be right here waiting /LP\n\n@128149 Got it. Does logging out and back in help? Restarting your device (hold Sleep/Wake + Volume Down for 10 seconds) is also worth a shot /LP\n\n@128149 Hmm. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZRiNAt""}]",Thanks for the details! That's definitely odd. Could you send us a DM with your account's email address or username? We'll take a look under the hood to see what's going on with your scrobbling /SC,"@156298 Hmm, that's odd. Don’t worry, we can help. What’s happening exactly? Can you let us know the devices and operating systems you’re having trouble with? Once you fire over that info, we'll take a look 🔍 /DT

@156298 Sorry to hear that. It's not possible at the moment, but you can help make it happen by showing your support here: https://t.co/BPEq9CIxJ8 /MG",Acknowledge the Connect/Last.fm issue and explain whether the integration is currently supported.,The historical reply moved from troubleshooting to saying the feature wasn't possible without clearly explaining the limitation.
E033,@115888 I might cancel my premium I can’t access my account I got a new one I need to delete it if it’s not accable not happy no one has helped me I forgot my id pass word,Account Access & Security,"[{""rank"": 1, ""similarity"": 0.704, ""customer_message"": ""@SpotifyCares how do I get onto an account that has premium but I have no access to? Or cancel it?"", ""spotify_reply"": ""@777590 Hey Abbie! We've just sent you a bit more info over DM. We'll carry on helping out there /DD""}, {""rank"": 2, ""similarity"": 0.546, ""customer_message"": ""@SpotifyCares i dont use my email anymore from my spotify pre account and now i cant make a new password because i forgotten it. Pls help me"", ""spotify_reply"": ""@423124 Hi! We've just sent a DM your way. Let's carry on chatting there /RA""}, {""rank"": 3, ""similarity"": 0.514, ""customer_message"": ""@SpotifyCares I need to cancel my account but my email was hacked and i don't have access to it and I don't want to keep being charged.\n\n@SpotifyCares I have already done that and no one has gotten in touch with me. Like I said, I won't receive emails in the hacked account\n\n@SpotifyCares That is the same contact method as I’ve already done. No one has contacted me back."", ""spotify_reply"": ""@339707 Hi there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Let us know if we can help with anything else /GN\n\n@339707 Thanks for letting us know. We'd suggest contacting our Support team directly at https://t.co/ZgU70TbP8M. Any questions, give us a shout /GN\n\n@339707 Can you DM us the email address you entered on the contact form? We'll take a look backstage /LM https://t.co/ldFdZRiNAt""}]",Hi! We're sorry to hear you're having trouble accessing your account. We've just sent a DM your way so we can look into this further and help you get it resolved /SC,@244024 Let's not throw in the towel just yet. We'd love to help out. Can you send us a DM? /MU https://t.co/ldFdZRiNAt,"The customer cannot access the account and has forgotten the credentials, so account recovery is needed.",nan
E034,@SpotifyCares I cancelled my premium account in August and have still been charged the premium service. I haven't used it since I cancelled.,Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.828, ""customer_message"": ""@SpotifyCares please help me see if my account has made a premium transaction after my 30days trial because I'm sure I did cancel it\n\n@SpotifyCares Done dm"", ""spotify_reply"": ""@517764 Hey Mary! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.81, ""customer_message"": ""@115888 @117168 @SpotifyCares  my mom is being charged every month for premium service but her account doesn't have premium features. She doesn't want spotify at all and she can't figure out how to quit being charged. Any help?"", ""spotify_reply"": ""@141287 Hey Briar! Can you DM us your mom's username or email address? We'll check on this for you /NH https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.795, ""customer_message"": ""@SpotifyCares my premium account has been paused yet you’re still taking money out of my account? Shocking, can this be fixed?!"", ""spotify_reply"": ""@601110 Hey Ellice! We're sorry you feel that way. We've just sent you a bit more info over DM. We'll carry on helping out there /CP""}]",Hey! We're sorry to hear about this. Could you send us a DM with your account's email address or username? We'll take a look backstage to see what's going on with those charges. /SC,@562099 Hey Fern! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,"The customer is still being charged after cancellation, so billing records need to be checked.",nan
E035,@115888 Will there ever be a Apple Watch app ? 😶,Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.785, ""customer_message"": ""@115888 please tell me you’re going to release an AppleWatch app soon!? Want to run w/o phone!"", ""spotify_reply"": ""@541189 Hey there! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E3YGDs /DD""}, {""rank"": 2, ""similarity"": 0.683, ""customer_message"": ""@116130 Any chance of an apple tv app anytime soon?"", ""spotify_reply"": ""@520153 Hey Jonathan! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GU""}, {""rank"": 3, ""similarity"": 0.601, ""customer_message"": ""@115888 when are you guys gonna put in a sleep timer on the app?"", ""spotify_reply"": ""@366456 Hey there! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /RS""}]","Hey! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. Thanks for reaching out! /SC",@579421 Hey Mike! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /DR,Acknowledge the Apple Watch request and provide the official feedback option.,nan
E036,@115888 why is Beyoncé's Lemonade album still not on Spotify? 🤧,Content Availability & Licensing,"[{""rank"": 1, ""similarity"": 0.594, ""customer_message"": ""@115888 where is 'Reputation'?! https://t.co/fc04Wpbakl\n\n@SpotifyCares I already have heard them.. I want to listen to the album\n\n@SpotifyCares I hope so"", ""spotify_reply"": ""@665442 Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /DF\n\n@665442 Fingers crossed we'll be able to have it soon! Don't worry, we'll pass your feedback on to the team /KM\n\n@665442 We'll do our best to have it available to you and other listeners. If there's anything else, just let us know! /KM""}, {""rank"": 2, ""similarity"": 0.574, ""customer_message"": ""Can't play the album \""年輪说\"" @SpotifyCares\n\n@SpotifyCares I just send u a private massage"", ""spotify_reply"": ""@373190 Hey! Can you DM us your account's email address, as well as the Spotify URI of the album you're referring to? We'll check backstage /AR https://t.co/ldFdZRiNAt\n\n@373190 We've just sent a DM your way. Let's carry on chatting there /ME""}, {""rank"": 3, ""similarity"": 0.57, ""customer_message"": ""It sucks that #LEMONADE is still not on @115888...guys, c'mon! I need more @12899 in my life."", ""spotify_reply"": ""@551959 Hey Elisabeth! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi3V8Cu /RI""}]","We're always working to add more music, but we don't have info on this album right now. We'll pass your feedback along to our team! /SC","@366774 Hey there! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi4cJu2 /PX",Explain the current availability of Lemonade and provide relevant content information.,nan
E037,"@118266 min saya mau update payment via mobile indosat tp selalu gadapet sms code number gmn nih min?

@SpotifyCares hello i want to update spotify payment by mobile but i dont get any code number message what should i do?

@SpotifyCares ok i dmed u already",Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.595, ""customer_message"": ""@SpotifyCares how can i change my credit card info from the app?\n\n@SpotifyCares ok, thank you for the info, I'll get it done asap."", ""spotify_reply"": ""@154725 Hi Jay! Right now it's not possible to update your payment info from the Spotify app. If you need to make any changes, head over to https://t.co/71whArJDaT. Hope this helps /WW\n\n@154725 You're welcome! Let us know if you need anything else. We're ... https://t.co/owHzBkyef2 🙂 /WW""}, {""rank"": 2, ""similarity"": 0.585, ""customer_message"": ""@SpotifyCares Hi. I’m trying to give you guys money, but you have yet to repair the glitch allowing people to update their payment information. How do I resolve?"", ""spotify_reply"": ""@779544 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.575, ""customer_message"": ""@SpotifyCares - I'm trying to update my payment info for premium, but it'll only let me do so for the student discount, and keeps telling me I'm not a student. I know I'm not a student I just want spotify and i lost my old debit card plz help i am gonna die if it goes away\n\n@SpotifyCares Just did! Thanks!"", ""spotify_reply"": ""@203960 Hi Sarah. Don't worry, help's here! Can you DM us your account's email address or username? We'll see what we can do /XF""}]","Hi! Thanks for reaching out. Since you've already sent a DM, we'll take a look at your account details there and help you get that payment method sorted. Stay tuned! /SC","@333571 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /RB

@333571 Thanks! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt","The payment update is failing and involves account/payment information, so support should investigate.",nan
E038,"@SpotifyCares Hi. @115888 keeps pausing on me randomly. Help?

@SpotifyCares Thanks. I'm using a MacBook Air with OS X Yosemite. No idea what version of Spotify (1.0.67.582.g19436fa3 ?). Randomly pauses and I have to manually press play button each time.",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.699, ""customer_message"": ""@117168 my music stops playing everytime I open Snapchat or get a notification! Using the newest version of Spotify on iPhone X! Help\n\n@SpotifyCares I’m using Spotify version 8.4.28 and ios 11.1.1  thank you!"", ""spotify_reply"": ""@769324 Hey there! The cavalry's here. Could you let us know the exact iOS and Spotify version you're using? We'll see what we can suggest /KB\n\n@769324 Got it! Is this happening on 3G/4G, WiFi, or both? Does restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds make any difference? /KB""}, {""rank"": 2, ""similarity"": 0.686, ""customer_message"": ""@SpotifyCares Hey there. Currently getting skipping during songs. Playing on Macbook Pro OS 10.12.6. Any suggestions? Have latest Spotify.\n\n@SpotifyCares Hey thanks for getting back! A laptop restart seems to have fixed it and turns out it was all my audio not just Spotify. 🤗"", ""spotify_reply"": ""@530692 Hey Cormac, help's here! Could you confirm the exact app version? Does it happen during all songs? We'll see what we can suggest /T\n\n@530692 Ahh, good news! We'll be right here if you need anything else. Happy listening 🙂 /T""}, {""rank"": 3, ""similarity"": 0.653, ""customer_message"": ""Hey @115888 , I'm getting real tired of not being able to listen to music and have the app crash all the time.  Please fix it. https://t.co/c1kQ9g7Hej\n\n@SpotifyCares It's Spotify version 8.4.22.857 armV7 on a Samsung Galaxy S8+ running Android 7.0\n\n@SpotifyCares Nope. Logged out of Spotify, restated phone, listened to one song on the playlist and it still froze up. https://t.co/OKJuMrXDTC\n\n@SpotifyCares This is the 4th or 5th time I've noticed that this particular song is next in the queue when the app freezes. https://t.co/vRcm1VRcZy\n\n@SpotifyCares Yes, it's on a playlist I follow from you guys. (Viva Latino - Top 50 by Spotify) I don't know if I can remove if the playlist isn't mine."", ""spotify_reply"": ""@170378 Hey, help's here! Can you let us know your device, as well as the Android and Spotify versions? We'll see what we can suggest /JP\n\n@170378 Thanks! Can you try logging out, restarting your phone, and logging back in? Does that make any difference? /JP\n\n@170378 Is this happening on a specific playlist? Can you try removing this track wor a while and see if things will be better? /JP\n\n@170378 Thanks for clarifying. We'd suggest reinstalling the app: https://t.co/46sWVpIvlI. You might need to resync your offline songs after /JP""}]","Hey! Sorry to hear about the random pauses. Does this happen on other networks too, or just your current one? Also, have you tried a clean reinstall of the app to see if that helps? Let us know! /SC","@544894 Hi, help's here! Can you give us some more info on what's happening? What device, operating system, and Spotify version are you using? We'll see what we can suggest /MC

@544894 Thanks. Does logging out &gt; restarting your device &gt; logging back in help at all? /MC",Start with standard troubleshooting for the random pausing issue.,nan
E039,@SpotifyCares I got a Spotify account as a result of my mobile phone plan.  I am interested in signing up for the Premium family plan.  What is the easiest way to do this?,Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.84, ""customer_message"": ""Hey @SpotifyCares, is there any way to change a premium account to a family plan?"", ""spotify_reply"": ""@377160 Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.698, ""customer_message"": ""@115888 @117168 @SpotifyCares  my mom is being charged every month for premium service but her account doesn't have premium features. She doesn't want spotify at all and she can't figure out how to quit being charged. Any help?"", ""spotify_reply"": ""@141287 Hey Briar! Can you DM us your mom's username or email address? We'll check on this for you /NH https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.671, ""customer_message"": ""@117153 hi, i already paid for 3 months, and i only have one account of spotify. But, why my premium account doesn’t work?, thank you"", ""spotify_reply"": ""@552159 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt""}]",Hey! We can definitely help you look into upgrading to a Family plan. Could you please DM us your account username and email address? We'll check your current subscription status and guide you through the steps. /SC,"@794515 Hi Len, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt","The customer has a mobile-plan-linked account and wants to change to Family, so account eligibility should be checked.",The historical reply jumped straight to requesting account details without first answering the basic Family Plan question.
E040,"@115888 please dont play ads with sound at the bottom of your web player while I'm trying to listen to down with the sickness.

@SpotifyCares Sometimes the web player changes ads, and the one it goes to has volume that interrupts the song being played.

@SpotifyCares Usually it stops but sometimes I have to refresh because it didn't stop and I don't want to listen to fifty seconds of non music audio

@SpotifyCares In the middle of down with the sickness.

@SpotifyCares Well... I haven't tried to log in under incognito because I find no need to to hide my musical tastes from the masses.

@SpotifyCares So no, I haven't logged into the web player with incognito or private browsing

@SpotifyCares Will do",Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.547, ""customer_message"": ""Aight @115888 how about not playing horror movie ads when I’m listening to music to sleep?"", ""spotify_reply"": ""@318330 Hi Jake! Sorry, we didn't mean to scare you. We'll pass your feedback on to our Ads team /AC""}, {""rank"": 2, ""similarity"": 0.534, ""customer_message"": ""@SpotifyCares i am paying for the premium service, but its not working, i cannot shuffle or forward more than 6 times, can you help please"", ""spotify_reply"": ""@665820 Hi there. Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.533, ""customer_message"": ""@SpotifyCares I'm having issues my family subscription please help asap!"", ""spotify_reply"": ""@727606 Hey there, help's here! Could you DM us exactly what's happening? We'll see what we can suggest /CG https://t.co/ldFdZRiNAt""}]",Sorry for the interruption while you're rocking out! We'd like to look into this for you. Could you please DM us your account email address so we can investigate further? /SC,"@130006 Hey John! Do ads play while you're streaming on the web player? Let us know - we'll look into this /SY

@130006 Thanks! Does it happen when you use the web player in an incognito or a private browsing window? /SY

@130006 Gotcha. Try giving it another go using an incognito window of your browser to avoid any cache-related issues. Let us know how it goes /SY

@130006 Sweet, we'll be right here when you get back 🙂 /SY",Address the web-player ad interruption and provide the relevant troubleshooting steps.,nan
E041,"If @SpotifyCares had a phone number, my issues could have been fixed this afternoon. But instead I'm up at 1am waiting for a Twitter DM.",Other / Unclear,"[{""rank"": 1, ""similarity"": 0.701, ""customer_message"": ""@SpotifyCares I need help on my Spotify account. I DM’d you guys earlier"", ""spotify_reply"": ""@502630 Hi Anthony! We've replied to your DM. Let's carry on chatting there 🙂 /RI""}, {""rank"": 2, ""similarity"": 0.66, ""customer_message"": ""@SpotifyCares Dm\n\n@SpotifyCares Thx 1 more dm 🦄"", ""spotify_reply"": ""@334448 Hi! We've replied to your DM. We'll continue helping you there 🙂 /BX""}, {""rank"": 3, ""similarity"": 0.647, ""customer_message"": ""@SpotifyCares please help. My username is Austinbullard22 https://t.co/UbhGY64Dub"", ""spotify_reply"": ""@466178 Hey James! Sorry for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /KB""}]","Hi there! We're sorry for the wait. We've replied to your DM, so let's continue chatting there to get this sorted for you. /SC",@601384 Hey there. We've just sent a DM your way. Let's carry on chatting there /JU,Explain the available support channels and how the customer can continue getting help.,nan
E042,". @115888 it's 2017, add an easily accessible sleep timer to your damn app already. Sincerely, every user. #SleepSpotifySleep #UpAllNight

@SpotifyCares . @115888 I don't need to vote for a sleep timer, just add the damn thing already. #UpAllNight #SleepSpotifySleep",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.656, ""customer_message"": ""@115888 when are you guys gonna put in a sleep timer on the app?"", ""spotify_reply"": ""@366456 Hey there! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /RS""}, {""rank"": 2, ""similarity"": 0.604, ""customer_message"": ""When is @115888 going to put a sleep timer in their settings? \nBecause I could use that right now."", ""spotify_reply"": ""@205918 Hey Lauren! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /RA""}, {""rank"": 3, ""similarity"": 0.483, ""customer_message"": ""Does @115888 have a feature for steaming what you’re currently listening to? @SpotifyCares\n\n@SpotifyCares WELL YOU’VE BLOODY WELL GOT MY VOTE SPOTIFY. YOU TAKE CARE NOW."", ""spotify_reply"": ""@714774 Hey Danny! This isn't possible right now, but we can see how that’d be useful. You can vote for the official idea here: https://t.co/t64lsvMKm2 /KB\n\n@714774 Awesome! If you need help with anything else, just give us a shout. Otherwise, have a... https://t.co/FQulrDtFky 😉 /GU""}]",We hear you! A sleep timer is a popular request. You can add your vote and share your feedback on this idea over at our community site here: https://t.co/pMmX7wXq24. Thanks for reaching out! /SC,"@306449 Hey! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /NQ

@306449 We hear you! Rest assured, your feedback will be passed on to the right folks /TB",Acknowledge the sleep timer request and provide the existing feature-request path.,"The customer explicitly said they did not want to vote, so simply sending them back to a voting link doesn't really address the frustration."
E043,"@115888 if I add premium service to my account, can I set it up to charge any credit card I want.",Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.62, ""customer_message"": ""@115888 @117168 @SpotifyCares  my mom is being charged every month for premium service but her account doesn't have premium features. She doesn't want spotify at all and she can't figure out how to quit being charged. Any help?"", ""spotify_reply"": ""@141287 Hey Briar! Can you DM us your mom's username or email address? We'll check on this for you /NH https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.576, ""customer_message"": ""Hey @SpotifyCares, is there any way to change a premium account to a family plan?"", ""spotify_reply"": ""@377160 Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.546, ""customer_message"": ""@SpotifyCares Not sure if I have a student acc or a regular premium acc. But my acc was charged when I should have a month free. https://t.co/0syFLHTDkk"", ""spotify_reply"": ""@584936 Hey Hanna, we're here to help! Can you DM us your account's username or email address? We'll take a look backstage /JP https://t.co/ldFdZRiNAt""}]","Hi there! Yes, you can update your payment method to any supported credit card once you have a Premium subscription. If you need help setting that up, please DM us your account details and we'll be happy to assist! /SC","@219083 Hey Marc, help has arrived! Could you DM us your account's email address? We'll check what we can suggest /RK https://t.co/ldFdZRiNAt",Explain the available payment-method options for Premium.,nan
E044,@117153  I paid for premium through my mobile banking app yet it still hasn't activated in the Spotify app,Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.801, ""customer_message"": ""@117153 I paid the premium Spotify account using Itunes, and my account is still free."", ""spotify_reply"": ""@562153 Hey Daniel, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.796, ""customer_message"": ""@117153 hi, i already paid for 3 months, and i only have one account of spotify. But, why my premium account doesn’t work?, thank you"", ""spotify_reply"": ""@552159 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.69, ""customer_message"": ""Hey @115888 @SpotifyCares i applied for premium but why is this the only thing that's showing? I dont get it https://t.co/g6fWjhMn9G"", ""spotify_reply"": ""@716272 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt""}]","Hey, help's here! Sorry to hear your Premium isn't showing up. Can you DM us your account's username and email address? We'll take a look backstage to see what's going on. /SC https://t.co/ldFdZRiNAt /SC","@600191 Hi Andhika, help's here! Could you DM us your email address and username? We'll take a closer look /JQ https://t.co/ldFdZRiNAt","The customer paid for Premium but the subscription hasn't activated, so the payment and account need to be checked.",nan
